ID,SKU,Category,Group,Type,Name,"Short description",Description,Stock,"Low stock amount","Backorders allowed?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Regular price",Categories,Images,"Meta: vn_name","Meta: vn_price","Meta: vn_contact","Meta: comp_name","Meta: comp_price","Meta: est_freight","Meta: shelf_no","Meta: restock_qty","Meta: days_out"
4125,T-SET-1SS,tol,set,simple,"100PCS SCREWDRIVER SET",,"<ul>
\n 	<li>20pcs screwdrivers
\nCr-V blade
\nTwo-component comfortable grip
\nBlack finish magnetic tip
\nSL: 0.5x3.0x75mm, 0.8x4.0x100mm, 1.0x5.5x100mm, 1.2x6.5x100mm, 1.6x8.0x150mm
\nPH: PH0x75mm, PH1x100mm, PH2x100mm, PH3x150mm
\nPZ: PZ0x75mm, PZ1x100mm, PZ2x100mm, PZ3x150mm
\nTORX: T10x3.0x75mm,T15x3.5x75mm, T20x4.0x100mm, T25x4.5x100MM, T30x5.5x125mm
\nSQUARE: S1x5x75mm, S2x6x100mm</li>
\n 	<li>1pc ratchet screwdriver 72teeth, Two-component comfortable grip</li>
\n 	<li>8pcs precision screwdrivers
\nCr-V material
\nChrome plated
\nTwo-component comfortable grip
\nBlack finish magnetic tip
\nSL: 2.0x0.4x50mm, 2.5x0.4x50mm
\nPH: PH00x2.5x50mm, PH0x3.0x50mm
\nTORX: T5x3.0x50mm, T6x3.0x50mm, T8x3.0x50mm, T9x3.0x50mm2pcs</li>
\n 	<li>2-in-1 Z type screwdriver bits: SL5-PH1, SL6-PH2, Cr-V blade, 110mm</li>
\n</ul>
\n<ul>
\n 	<li>5pcs magnetic nut socket 38mm: 7, 8, 9, 10, 11mm</li>
\n 	<li>1pc CE approved voltage tester: 3x140mm</li>
\n 	<li>1pc Cr-V adaptor 60mm</li>
\n 	<li>60pcs Cr-V bits 1/4""x25mm
\nSL: 2, 3, 4, 5, 5.5, 6mm
\nPH: 3xPH0, 4xPH1, 4xPH2, 2xPH3
\nPZ: 3xPZ0, 4xPZ1, 4xPZ2, 2xPZ3
\nTORX: T10, T15, T20, T25, T30, T40
\nTORX with hole: T10, T15, T20, T25, T30, T40
\nHEX: H2, H2.5, H3, H4, H5, H5.5, H6
\nHEX with hole: H2, H2.5, H3, H4, H5, H5.5, H6
\nSQUARE: S1, S2</li>
\n 	<li>2pcs VDE screwdrivers, S2 blade
\nSL: 0.8x4x100mm
\nPH: PH1x80mm</li>
\n 	<li>All items are packed on a plastic display stand
\nPacking: color box</li>
\n</ul>",3,1,0,7.17,,,,25,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/100pc-screwdriver-set.jpg,"Jiangsu Universal Industrial Co., Ltd.",17.9,"Lyn Zhang",,,1.45,,4,
4124,T-SET-1TS,tol,set,simple,"119PCS TOOL SET",,"<ul>
\n 	<li>1pc water pump pliers: 250mm,10""</li>
\n 	<li>1pc claw hammer: 8oz</li>
\n 	<li>1pc adjustable wrench: 200mm,8""</li>
\n 	<li>1pc snap-off blade knife</li>
\n 	<li>70pcs nails set:</li>
\n 	<li>10pcs iron nails 1.5""</li>
\n 	<li>10pcs steel nails 1.5""</li>
\n 	<li>10pcs chipboard screws 4x30mm</li>
\n 	<li>10pcs plastic screw plugs 5x25mm</li>
\n 	<li>10pcs plastic screw plugs 6x30mm</li>
\n 	<li>10pcs self-tapping screws ST2.9x25mm</li>
\n 	<li>10pcs self-tapping screws ST4.0x30mm</li>
\n 	<li>1pc measuring tape 3mx16mm</li>
\n 	<li>9pcs long arm hex key set 1.5/2/2.5/3/4/5/6/8/10mm</li>
\n 	<li>1pc insulated PVC tape 0.13x19mmx9.15m(red color)</li>
\n 	<li>1pc mini hacksaw frame with blade</li>
\n 	<li>150mm,6""</li>
\n 	<li>1pc slotted screwdriver 5.5x100mm</li>
\n 	<li>1pc phillips screwdriver PH1x100mm</li>
\n 	<li>1pc nut screwdriver 1/4""x100mm</li>
\n 	<li>1pc voltage tester: 3x140mm</li>
\n 	<li>20pcs Cr-V screwdriver bits 1/4""x25mm:</li>
\n 	<li>T10, T15, T20, T25, T27, T30,</li>
\n 	<li>H3, H4, H5, H6,</li>
\n 	<li>PH1,PH2,PH3,PZ1,PZ2,PZ3,</li>
\n 	<li>SL4,SL5,SL6,</li>
\n 	<li>1/4"" bit adaptor</li>
\n 	<li>6pcs 1/4"" sockets: 5/6/7/8/9/10mm</li>
\n 	<li>Packing: blow mould case</li>
\n</ul>",2,1,0,9.26,,,,34,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/socket-wrench-tool-set-119pc.jpg,"Jiangsu Universal Industrial Co., Ltd.",25.5,"Lyn Zhang",,,2.06,,4,
4094,T-SET-36PHKS,tol,set,simple,"36 PCS HEX KEY SET",,"<ul>
\n 	<li>Material: Cr-v</li>
\n 	<li>LONG: 1/16""-5/64""-3/32""-1/8""-9/64""-5/32""-3/16""-1/4”-5/16""</li>
\n 	<li>SHORT: 0.05""-1/16""-5/64""-3/32""-7/64""-1/8""-5/32""-3/16""-7/32""</li>
\n 	<li>LONG: 1.5-2-2.5-3-4-4.5-5-6-8mm</li>
\n 	<li>SHORT:1.27-1.5-2-2.5-3-3.5-4-5-5.5mm</li>
\n 	<li>Heat treated</li>
\n 	<li>Black finished</li>
\n 	<li>Packing: blister card</li>
\n</ul>",20,4,0,1.46,,,,6,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/36pc-hex-key-set.jpg,"Jiangsu Universal Industrial Co., Ltd.",4.07,"Lyn Zhang",,,0.07,,20,
4092,T-SET-3AWS,tol,set,simple,"3PCS ADJUSTABLE WRENCHES SET",,"<ul>
\n 	<li>Size: 150 - 200 - 250mm / 6""- 8""- 10""</li>
\n 	<li>Drop forged special tool steel</li>
\n 	<li>Chrome finished</li>
\n 	<li>Packing: double blister</li>
\n</ul>",20,4,0,1.98,,,,10,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/crescent-wrench-set-3pc.jpg,"Jiangsu Universal Industrial Co., Ltd.",7.9,"Lyn Zhang",,,0.13,,20,
4091,T-SET-3TS,tol,set,simple,"3PCS TOOL SET",,"<ul>
\n 	<li>1pc combination pliers 180mm, 7""</li>
\n 	<li>1pc water pump pliers 250mm, 10""</li>
\n 	<li>1pc adjustable wrench 8""</li>
\n 	<li>Drop forged special tool steel, nickel plated surface</li>
\n 	<li>Packing: double blister</li>
\n</ul>",16,2,0,2.49,,,,11,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/spanner-wrench-tool-set-3pc.jpg,"Jiangsu Universal Industrial Co., Ltd.",7.81,"Lyn Zhang",,,0.16,,16,
4098,T-SET-4MPHS,tol,set,simple,"4PCS MINI PICK AND HOOK SET",,"<ul>
\n 	<li>Point, 90°, 45°, Straight</li>
\n 	<li>Cr-V blade</li>
\n 	<li>Two component comfortable grip</li>
\n 	<li>Designed to ease the removal of ""O"" rings, split pins, seals and bushes in various automotive and engineering applications</li>
\n 	<li>Packing: double blister</li>
\n</ul>",48,8,0,0.32,,,,2,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/mini-pick-and-hook-set.jpg,"Jiangsu Universal Industrial Co., Ltd.",1.43,"Lyn Zhang",,,0.01,,48,
4090,T-SET-4QRBCS,tol,set,simple,"4PCS QUICK RATCHET BAR CLAMP SET",,"<ul>
\n 	<li>2pcs 4""</li>
\n 	<li>2pcs 6""</li>
\n 	<li>Hard plastic body</li>
\n 	<li>Black finished bar</li>
\n 	<li>Soft non-marking pads</li>
\n 	<li>Packing: paper hanger</li>
\n</ul>",10,2,0,3.42,,,,10,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/4pc-quick-ratchet-bar-set.jpg,"Jiangsu Universal Industrial Co., Ltd.",6.8,"Lyn Zhang",,,0.22,,10,
4096,T-SET-5BSS,tol,set,simple,"56PCS BIT AND SOCKET SET",,"<ul>
\n 	<li>1pc Ratchet screwdriver with with two-component comfortable grip, 72teeth</li>
\n 	<li>21pcs Cr-V bits, H6x25mm
\nSL4, SL5, SL6
\nPH1, PH2, PH3
\nPZ1, PZ2, PZ3
\nH3, H4, H5, H6
\nT10, T15, T20, T25, T27, T30 , T35, T40</li>
\n 	<li>20pcs Cr-V bits, H4x28mm
\nSL1.5, SL2, SL2.5, SL3.0
\nPH000, PH00, PH0
\nPZ000, PZ00, PZ0
\nT5, T6, T7, T8, T9, T10
\nH0.9, H1.3, H1.5, H2.0</li>
\n 	<li>9pcs 1/4"" Sq. Dr. Cr-V sockets, 4, 5, 6, 7, 8, 9, 10, 11, 12mm</li>
\n 	<li>1pc Cr-V bit holder 1/4""x60mm</li>
\n 	<li>1pc Aluminium precision bits driver</li>
\n 	<li>1pc extension bar for precision bits driver 75mm</li>
\n 	<li>1pc Adaptor 1/4""x25mm</li>
\n 	<li>TPR covering plastic case, anti-skid</li>
\n 	<li>Packing: color label</li>
\n</ul>",12,2,0,1.86,,,,10,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/socket-set-56pc.jpg,"Jiangsu Universal Industrial Co., Ltd.",7.74,"Lyn Zhang",,,0.21,,12,
4122,T-SET-9HTS,tol,set,simple,"9PCS HAND TOOL SET",,"<ul>
\n 	<li>1pcs combination pliers 7""/180mm</li>
\n 	<li>1pcs long nose pliers 6""/160mm</li>
\n 	<li>1pc adjustable wrench 8""/200m</li>
\n 	<li>1pc mini claw hammer 8oz</li>
\n 	<li>1pc phillips screwdriver PH1x100mm</li>
\n 	<li>1pc slotted screwdriver 5.5x100mm</li>
\n 	<li>1pc snap-off blade knife 18x100mm</li>
\n 	<li>1pc measuring tape 3mx16mm</li>
\n 	<li>1pc voltage tester 3x140mm</li>
\n 	<li>Packing: canvas bag with color paper</li>
\n</ul>",10,2,0,3.55,,,,17,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/general-tool-set-9pc.jpg,"Jiangsu Universal Industrial Co., Ltd.",12.82,"Lyn Zhang",,,0.42,,10,
4107,T-SET-9PTS,tol,set,simple,"9PCS PIPE THREADING SET",,"<ul>
\n 	<li>Size: 1/4”-3/8”-1/2’-3/4”-1”-1 1/4”</li>
\n 	<li>BSPT</li>
\n 	<li>Black finish</li>
\n 	<li>1 ratcheting pipe threading system with 2 extension bars</li>
\n 	<li>Packed in ABS case with color sleeve + shrink</li>
\n</ul>",2,,0,14.33,,,,60,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/9pc-pipe-threading-set.jpg,"Jiangsu Universal Industrial Co., Ltd.",39.97,"Lyn Zhang",,,6.47,,2,
3977,T-SET-USS,tol,set,simple,"Universal Socket Set","2 piece universal socket fits  1/4 to 3/4""  &amp;   7/16' to 1-1/4'' (7-19mm &amp; 11-32mm) nut, bolt, and most irregular shape","<ul>
\n 	<li>
\n<p class=""a-spacing-base"">1x 1/4’’- 3/4’’ (7-19mm) universal socket + drill adapter</p>
\n</li>
\n 	<li>
\n<p class=""a-spacing-base"">1x 7/16’’-1-1/4’’ (11-32mm) universal socket + drill adapter</p>
\n</li>
\n</ul>",1,,0,0.72,,,,9,Tools,"https://oilpatchdepot.com/wp-content/uploads/2024/06/Main.png, https://oilpatchdepot.com/wp-content/uploads/2024/06/Gal_1.png, https://oilpatchdepot.com/wp-content/uploads/2024/06/Gal_2.png, https://oilpatchdepot.com/wp-content/uploads/2024/06/Gal_3.png","Jiangsu Hexon Imp. &amp; Exp. Co., Ltd.",5,"Claire Wei",,,12.44,,0,
6823,T-SWG-ST,tol,swg,variable,"Swaging Tool","Also known as a crimping tool.","A Swaging too is used to crimp metal ferrules in place on a wire or cable.
\n
\nWorks with 1/16"", 3/32"", 1/8"", and 3/16"" ferrules.",,,0,,,,,,"AutoBailer, Tools",https://oilpatchdepot.com/wp-content/uploads/2025/05/swaging-tool-1.jpg,,,,,,,,,
5398,T-CUT-TD,tol,cut,variable,"Thread Dies","Proudly made in Tulsa, Oklahoma.","We have 2 3/8 &amp; 2 7/8 taps &amp; dies. All are for EUE 8RD threads. Each sold seperately.",,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2024/11/tap-and-die.jpg,,,,,,,,,
5399,T-CUT-TT,tol,cut,variable,"Thread Taps","Proudly made in Tulsa, Oklahoma.","We have 2 3/8 &amp; 2 7/8 taps &amp; dies. All are for EUE 8RD threads. Each sold seperately.",,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2024/11/tap-and-die.jpg,,,,,,,,,
348,T-MES-TQ,tol,mes,variable,"Thief - Quick",,"Quick Thief for Oil Tank:
\n<ul>
\n 	<li>Brass</li>
\n 	<li>Top inlet opening for a secure seal</li>
\n 	<li>Single-wrist action makes sample collection simple and easy.</li>
\n 	<li>25 ft lowering rope</li>
\n</ul>",1,,0,1.5,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/03/quick-theif.jpg,,,,,,,,,
349,T-MES-TS,tol,mes,variable,"Thief - Standard","Used to capture samples from any depth in a tank.","Thief for Oil Tanks:
\n<ul>
\n 	<li>Butterfly-Valve</li>
\n 	<li>25 foot rope</li>
\n 	<li>Clear design allows for the valve closure assembly to be placed inside the barrel</li>
\n 	<li>Can fit through openings as small as 5 inches in diameter.</li>
\n 	<li>Four-legged bottom casting gives the thief a stable hydrometer cylinder</li>
\n 	<li>Top casting features a hanger for easy hanging.</li>
\n 	<li>Provides a single trip action</li>
\n 	<li>Simple tension adjustment</li>
\n 	<li>Adjustable graduated trip rod</li>
\n 	<li>Durable Viton simple seals.</li>
\n</ul>",,,0,10,,,,,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/03/theif-for-oil-tank.jpg,,,,,,,,,
4373,T-WCH-APWRN,tol,wch,variable,"Aluminum Pipe Wrench",,,,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2024/07/aluminum-pipe-wrench.jpg,,,,,,,,,
4377,T-WCH-CIPW,tol,wch,variable,"Cast-Iron Pipe Wrench",,,,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2024/07/cast-iron-pipe-wrench.jpg,,,,,,,,,
9103,T-WCH-PWEH,tol,wch,variable,"Pipe Wrench - Extendable Handle","Pipe wrench with an extendable handle for increased torque.","Pipe wrench with an extendable handle for increased torque.",,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2025/12/pipe-wrench-ext-handle.webp,,,,,,,,,
9412,T-WCH-PWR,tol,wch,variable,"Pipe Wrench - RIDGID","These are the good ones.","Sturdy ductile-iron housing and I-beam handle for excellent durability and leverage. Wrench has a full floating forged hook jaw for superior gripping and quick adjustments. Features a non-stick adjustment nut and self-cleaning threads with easily replaceable hook jaw, heel jaw and spring assembly.",,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2026/02/pipe-wrench-ridgid-24.webp,,,,,,,,,
6972,T-WCH-PWSH,tol,wch,variable,"Pipe Wrench - Spare Heel",,,,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2025/07/pipe-wrench-heel.jpg,,,,,,,,,
6966,T-WCH-PWSH2,tol,wch,variable,"Pipe Wrench - Spare Hook",,,,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2024/12/pipe-wrench-hook-replacement.jpg,,,,,,,,,
6978,T-WCH-PWSN,tol,wch,variable,"Pipe Wrench - Spare Nut",,,,,0,,,,,,Grouped_Tools,https://oilpatchdepot.com/wp-content/uploads/2025/07/pipe-wrench-nut.jpg,,,,,,,,,
3552,T-WCH-MPW,tol,wch,simple,"Multi-Purpose Wrench",,"<ul>
\n 	<li>Imperial sizes: 3/8, 7/16, 1/2, 9/16, 5/8, 11/16</li>
\n 	<li>Metric sizes: 8, 10, 11, 13, 14, 16, 17, 19</li>
\n</ul>",1,,0,1.98,,,,26.07,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/05/multi-purpose-wrench.jpg,"Shenzhen Jiulingsheng Technology Co., Ltd.",21.37,"Fiona Cai",,,14.71,,0,
4093,T-WCH-UW,tol,wch,simple,"UNIVERSAL WRENCH",,"<ul>
\n 	<li>32mm, 9""</li>
\n 	<li>High quality special tool steel</li>
\n 	<li>Chrome finished surface</li>
\n 	<li>Two-component plastic handle</li>
\n 	<li>Packing: blister card</li>
\n</ul>",23,4,0,1.82,,,,5,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/universal-wrench-tolsen.jpg,"Jiangsu Universal Industrial Co., Ltd.",3.47,"Lyn Zhang",,,0.05,,24,
4116,T-WNC-HCP2,tol,wnc,simple,"HAND CABLE PULLER 2T",,"<ul>
\n 	<li>CE approved</li>
\n 	<li>Capacity: 2 Tons</li>
\n 	<li>Double gear &amp; Double hooks with Zinc plated</li>
\n 	<li>Cable size: 5.0mm Х 3M</li>
\n 	<li>Soft rubber handle</li>
\n 	<li>Packing: color box</li>
\n</ul>",5,1,0,6.97,,,,16,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/2-ton-cable-puller.jpg,"Jiangsu Universal Industrial Co., Ltd.",11.1,"Lyn Zhang",,,0.6,,6,
4117,T-WNC-HW2,tol,wnc,simple,"HAND WINCH 2000LBS*10M",,"<ul>
\n 	<li>CE approval</li>
\n 	<li>Capacity: 2000 Lbs</li>
\n 	<li>Size of steel wire rope: 5.0mmx10m</li>
\n 	<li>Net weight: 4.5kgs</li>
\n 	<li>One piece forged gear with fine and durable performance</li>
\n 	<li>Mainly used for horizontal towing</li>
\n 	<li>Widely applied on industrial and agricultural fields</li>
\n 	<li>Packing: color box</li>
\n</ul>",4,1,0,10.25,,,,27,Tools,https://oilpatchdepot.com/wp-content/uploads/2024/06/mini-hand-winch.jpg,"Jiangsu Universal Industrial Co., Ltd.",20.75,"Lyn Zhang",,,1.68,,4,
4702,U-EQP-CTDB,usd,,simple,"Carbide Tooth Drill Bit",,,1,,0,,,,,500,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/drill-bit-1.jpg,,,,,,,,,
4703,U-EQP-CTDB2,usd,,simple,"Carbide Tooth Drill Bit",,,1,,0,,,,,500,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/drill-bit-2.jpg,,,,,,,,,
4707,U-EQP-CED,usd,,simple,"Changeover - EUE to Drill",,"Multiple available.",1,,0,,,,,100,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/part-1.jpg,,,,,,,,,
4709,U-EQP-CIPM,usd,,simple,"Chemical Injection Pump - Manual",,"Manual Chemical Injection Pump. Multiple available.",1,,0,,,,,60,used,"https://oilpatchdepot.com/wp-content/uploads/2024/08/chem-inj-pmp-1.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/08/chem-inj-pmp-2.jpg",,,,,,,,,
1187,U-EQP-CVVGPE,usd,,simple,"Chevrolet Vortec V6 Gasoline/Propane Engine","Sold AS IS.",,1,,0,,,,,1500,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Chevy-vortec-v6-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Chevy-vortec-v6-2-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Chevy-vortec-v6-7-1-scaled.jpg",,,,,,,,,
4705,U-EQP-CODB,usd,,simple,"Clean Out Drag Bit",,,1,,0,,,,,500,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/drill-bit-4.jpg,,,,,,,,,
4712,U-EQP-DPC,usd,,simple,"Drill Pipe Changovers",,"Various sizes. 7 pieces total - sold together.",1,,0,,,,,1000,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/part-5.jpg,,,,,,,,,
7719,U-EQP-FT,usd,,simple,"Fiberglass Tubing","Fiberglass pipe.","Never used. Perfect Condition. Sold by the joint.",,,0,80,360,4,4,150,used,"https://oilpatchdepot.com/wp-content/uploads/2025/09/fiberlgass-tubing-used-1-scaled.webp, https://oilpatchdepot.com/wp-content/uploads/2025/09/fiberlgass-tubing-used-3-scaled.webp, https://oilpatchdepot.com/wp-content/uploads/2025/09/fiberlgass-tubing-used-2-scaled.webp",,,,,,,,,
1194,U-EQP-FWFBV,usd,,simple,"Four-way Flange Block with Valves","Sold AS IS.","Block is mounted in frame. There are four Wood Group 2 1/16"" pressure control valves and two NL Shaffer 4"" valves.",1,,0,,,,,500,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Four-way-flange-block-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Four-way-flange-block-5-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Four-way-flange-block-4-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Four-way-flange-block-3-scaled.jpg",,,,,,,,,
1206,U-EQP-GDAC,usd,,simple,"Gardner-Denver Air Compressor","Sold AS IS.","Gardner-Denver air compressor mounted on skid. Trailer sold separately.",1,,0,,,,,1000,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Gardner-denver-air-compressor-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Gardner-denver-air-compressor-2-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Gardner-denver-air-compressor-3-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Gardner-denver-air-compressor-4-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Gardner-denver-air-compressor-5-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Gardner-denver-air-compressor-6-scaled.jpg",,,,,,,,,
4710,U-EQP-GCP,usd,,simple,"Gas Chemical Pump",,"Stainless Steel",1,,0,,,,,250,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/part-3.jpg,,,,,,,,,
4711,U-EQP-GPCP,usd,,simple,"Gas Powered Chemical Pump",,"Stainless Steel",1,,0,,,,,250,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/part-4.jpg,,,,,,,,,
1210,U-EQP-GTP,usd,,simple,"Gould Transfer Pump","Sold AS IS.","1 1/2"" suctions, 1"" discharge.",1,,0,,,,,750,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Gould-transfer-pump-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Gould-transfer-pump-2-scaled.jpg",,,,,,,,,
1216,U-EQP-HDMSP,usd,,simple,"Hydraulic Drive for Mono Subsurface Pump","Sold AS IS.","Includes Mono driver, electric motor, hydraulic pump and reservoir. Mounted on skid.",1,,0,,,,,10000,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Hydraulic-mono-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Hydraulic-mono-5-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Hydraulic-mono-4-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Hydraulic-mono-3-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Hydraulic-mono-2-scaled.jpg",,,,,,,,,
4706,U-EQP-LTBB,usd,,simple,"Long Tooth Button Bit",,,1,,0,,,,,500,used,https://oilpatchdepot.com/wp-content/uploads/2024/08/drill-bit-5.jpg,,,,,,,,,
5275,U-EQP-LC1143,usd,,"simple, virtual","LUFKIN C-160D-143-64""","Contact Lansdon at 580-722-3039 or lansdon@oilpatchdepot.com for questions or inquiries.","LUFKIN C-160D-143-64"" Pumping Unit.
\n<ul>
\n 	<li>On factory skid.</li>
\n 	<li>Has 4 3CRO weights.</li>
\n 	<li>Comes with switch box.</li>
\n 	<li>Comes with 20HP, 3-phase, 1130RPM electric motor.</li>
\n 	<li>Sold as is.</li>
\n 	<li>Buyer is responsible for moving the equipment.</li>
\n</ul>",1,,0,,,,,10000,used,"https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-c-160d-2-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-c-160d-1-scaled.jpg",,,,,,,,,
5280,U-EQP-LC6365,usd,,"simple, virtual","LUFKIN C-640D-365-144""","Contact Lansdon at 580-722-3039 or lansdon@oilpatchdepot.com for questions or inquiries.","LUFKIN C-640D-365-144"" Pumping Unit.
\n<ul>
\n 	<li>On skid.</li>
\n 	<li>Has 4 ORO Lufkin weights.</li>
\n 	<li>Comes with switch box.</li>
\n 	<li>Comes with 60HP, 3-phase, 1110RPM electric motor.</li>
\n 	<li>Sold as is.</li>
\n 	<li>Buyer is responsible for moving the equipment.</li>
\n</ul>",1,,0,,,,,40000,used,"https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-c-640d-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-c-640d-2-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-c-640d-3-scaled.jpg",,,,,,,,,
5281,U-EQP-LM6305,usd,,"simple, virtual","LUFKIN M-640D-305-168"" Mark II","Contact Lansdon at 580-722-3039 or lansdon@oilpatchdepot.com for questions or inquiries.","LUFKIN M-640D-305-168"" Mark II Pumping Unit.
\n<ul>
\n 	<li>Come with 2 cement blocks.</li>
\n 	<li>Has 4 Lufkin weights.</li>
\n 	<li>Comes with switch box.</li>
\n 	<li>Comes with 60HP, 3-phase, 1105RPM electric motor.</li>
\n 	<li>Sold as is.</li>
\n 	<li>Buyer is responsible for moving the equipment.</li>
\n</ul>",1,,0,,,,,40000,used,"https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-m-640d-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-m-640d-3-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/12/kieth-used-lufkin-m-640d-2-scaled.jpg",,,,,,,,,
1229,U-EQP-MTP,usd,,simple,"Mobile Transfer Pump",,"High volume mobile transfer pump. John Deere four-cylinder diesel motor. Pump has 4"" intake and 3"" discharge. 100 gallon fuel tank.",1,,0,,,,,3500,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Mobile-transfer-pump-2-2-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Mobile-transfer-pump-1-5-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Mobile-transfer-pump-2-6-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Mobile-transfer-pump-2-5-scaled.jpg",,,,,,,,,
1199,U-EQP-OTPCST,usd,,simple,"Open Top Plastic Coated Storage Tank",,"Open top, coated, on skid, two 4-inch outlets. Never used. Dimensions – 9’10” W by 33’ L by 10’5” H.",1,,0,,,,,6000,used,"https://oilpatchdepot.com/wp-content/uploads/2024/02/Fracktank-1-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Fracktank-4-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Fracktank-3-scaled.jpg, https://oilpatchdepot.com/wp-content/uploads/2024/02/Fracktank-2-scaled.jpg",,,,,,,,,
